Channel Title,Channel Username,ID,Message,Date,Media Path
Doctors Ethiopia,DoctorsET,749,"በዛሬው እለት የአለም የካንሰር በሽታ ቀን እየተከበረ ይገኛል።በዚህ ቀን ስለካንሰር በሽታ አስመልክቶ ሁሉም ተገቢ እና ተጨባጭ እና ተገቢ ግንዛቤ እንዲኖረው ይሄንን ፅፈንላችኋለን፡፡ 


ካንሰር ምን ያህል ቅርባችን ይገኛል?

      የአለምአቀፉ የካንሰር ምርምር ማዕከል በኢትዮጵያ በየአመቱ በሀገር አቀፍ ደረጃ 77000 ሰዎች በካንሰር በሽታ እንደሚጠቁ ከዚህ ውስጥ ወደ 67% ወይም 51000 በበሽታው ህይወታቸው እንደሚያልፍ ይገለጻል፡


   ለመሆኑ ካንሰር ምንድን ነው?

ካንሰር በህዋሶቻችን ዘረመሎች ላይ በማንኛውም ምክንያት የሚደርስ ጉዳት ሴሎች ከቁጥጥር ውጭ በሆነና ሰውነታችን ሊቋቋመው በማይችለው ደረጃ እንዲባዙ የሚያደርግ በሽታ ነው፡፡   ካንሰር አንድ ህመም ሳይሆን ማንኛውንም የሰውነታችን ክፍል ሊያጠቃ የሚችልና ከ 100 በላይ ለሚሆኑና ከላይ በጠቀስነው ምክንያት ለሚከሰቱ ህመሞች የተሰጠ መጠሪያ ነው፡፡ የካንሰር ሴሎች ቁጥራቸው ሲጨምርና በመጠንም ሲያድጉ የተነሱበትን አካል፣ አጠገቡ የሚገኙ አካላትንና በመጨረሻም ሩቅ ያሉ የሰውነት ክፍሎቻችን ላይ ጉዳት በማድረስ ለሞት ይዳርጋሉ፡

አጋላጭ ምከንያቶች


 ከ90-95% የሚሆኑት የካንሰር አጋላጭ ምክንያቶች ሰው ሰራሽ፤ መጥፎ በሆነ የአኗኗር ዘይቤ በመከተል የሚከሰቱ ሲሆኑ ቀሪወቹ 5-10% ምክንያቶች ደግሞ በዘር የሚተላለፉ ናቸው፡፡
የሚከተሉት ለካንሰር የመጋለጥ እድላችንን የሚጨምሩ ናቸዉ።


1. እድሜ – ካንሰር ማንኛውንም የእድሜ ክልል ቢያጠቃም፡ በየእድሜ ክልሉ በብዛት የሚከሰቱ ግን አሉ፡፡ ለምሳሌ የደም ካንሰር በህጻናት፡ የጡት ካንሰር ደግሞ እድሜ ሲጨምር የሚከሰቱ ናቸው፡፡


2. ጾታ – የጡት ካንሰር በወንዶች ላይ ከሚከሰተው ይልቅ በሴቶች ላይ በእጅጉ ጨምሮ ይታያል፡፡


3. ትንባሆ ማጨስ (በተለያየ መልኩ – ሲጋራ፤ ሺሻ፤ በአፍንጫ የሚደረግ፤ የሚላመጥ)፡፡ ማጨስ የሚጎዳው አጫሹን ብቻ ሳይሆን በአካባቢው ያሉትንም ጭምር ነው፡፡


4. አልኮል መጠጥ – ለካንሰር ብቻ ሳይሆን ለተለያዩ ተያያዥ የጤና ችግሮች ያጋልጣል፡፡ በቅርብ ጊዜ የወጡ ምርምሮች እንደሚሳዩትም ጤናማ ሊባል የሚችለው የአልኮል መጠን ዜሮ መሆኑን ነው (ማለትም ጭራሽ አለመጠጣት) ፡፡


5. ጤናማ ያልሆነ አመጋገብ – ስብ፤ጨው፤ስኳር፤ሳቹሬትድ እና ትራንስ ፋት የበዛበት እንዲሁም በተቀራኒው አትክልትና ፍራፍሬን አዘውትሮ አለመጠቀም ነው፡፡ እንደ አሜሪካ ካንሰር ሶሳይቲ መረጃ መሰረት በቀን ውስጥ፡ 5 እና ከዚያ በላይ የአትክልትና ፍራፍሬዎችን፤ ከተዘጋጁና እሽግ ምግቦች ይልቅ ከጥራጥሬ የሚዘጋጁትን መጠቀም፤ የስጋ መጠንን በተለይም ቀይ፡የተዘጋጁና ብዙ ጮማ ያላቸውን በጣም መቀነስ እንዳለብን ይመከራል፡፡

6. ውፍረት 

7. በቂ የአካል እንቅስቃሴ አለማድረግ
 
8. ለአካባቢና አንዳንድ ስራ ቦታዎች ብክለት (ተገቢው ጥንቃቄ ካልተደረገ) መጋለጥ – ምሳሌ፤ የነዳጅ ማውጫዎች፤ቤንዚን፤አስቤስቶስ፤የቤት ውስጥ ጭስ

9. ኢንፌከሽን (በአይን የማታይታዩ በሽታ አምጭ ህዋሳት): ጥቂቶቹም HPV (ሂዩማን ፓፒሎማ ቫይረስ) 99% ለሚሆነው የማህጸን በር ካንሰር ምክንያት ነው፡፡ ሄፓቲትስ ቢ እና ሲ (HCB እና) HCV – የጉበት ካንሰር፣ HIV

10. የጸሀይ ብርሀን – ለረጅም ሰአታት በቀን፤ ለረጅም አመታት፤ እንዲሁም የቆደ ቀለማቸው ስስ በሆኑ ሰዎች ላይ የቆዳ ካንሰር ያስከትላል፡፡

ምልክቶቹ ምን ሊሆኑ ይችላሉ?

#1. ያልተጠበቀ የክብደት መቀነስ
#2. ተደጋጋሚ ኢንፌክሽኖችና ትኩሳት
#3. ድካም እና አቅም ማጣት
#4. የትንፋሽ መቆራረጥ
#5. የማያቋርጥ ሳልና የደረት ህመም
#6 . የሆድ መነፋት
#7 . የአንጀት ህመም
#8. ምግብ የመዋጥ ችግር
#9. የቆዳና አይን ቀለም መቀየር

እንዴት መለየት እንችላለን?

እድሜያችን እየገፋ በሄደ ቁጥር የካንሰር በሽታ የማጋጠም እድሉ እየሰፋ ይሄዳልነገር ግን በመጀመሪያ ሲጀምር የካንሰር በሽታ ከሌሎች ማንኛውም በሽታዎች ጋር ተመሳሳይ ባህሪ ያለው ሲሆን እንደማንኛውም በሽታ ገና ሲጀምር በምርመራ ከተደረሰበት ማዳን ወይም ማከም ይቻላል፡፡ ቀላል እና ውጤታማ የካንሰር በሽታ መለየት ዘዴዎች በሰፊው ሁኔታ የተዘጋጁ እና በአሁኑ ጊዜም በስፋት አገልግሎት ላይ እየዋሉ የሚገኙ ሲሆን እነዚህም፡-

#ሜሞግራም የጡት ካንሰር አይነተኛ መመርመሪያ መሳሪያ ነው፡፡ በመሆኑም እድሜያቸው ከ40 አመት በላይ የሆኑ ሴቶች (ወይም ከዚያ በታች የሆኑ ሴቶች በቤተሰብ ታሪክ ውስጥ የካንሰር በሽታ ሁኔታ ወይም ያጋጠመ ሰው ካለ) በወቅቱ ተገቢ ምርመራ እንዲያደርጉ ይመከራል፡፡ በየ 1 እስከ 2 ዓመት የካንሰር ምርመራ ሜሞግራም መውሰድ ያስፈልጋል፡፡


#የሳንባ ኤክስ-ሬይ በየአመቱ ተገቢ የጤና ምርመራ እና ፍተሻ ለማድረግ የሚረዳ ሲሆን ከዚሁ ጋር ተያይዞ የሳንባ ካንሰር ወይም የሳንባ ነቀርሳ  ለመለየት ይረዳል፡፡


#የማህፀን ጫፍ ካንሰር ምርመራ ፖፕስሜር እና ኤችፒቪ ዲኤንኤ ምርመራ ማድረግ ለካንሰር በሽታ የሚያጋልጡ ቫይረሶችን ለመለየት ይረዳል፡፡ እድሜያቸው ከ30-65 እድሜ ክልል ውስጥ የሚገኙ ሴቶች በየ 5 አመቱ ይህንን ምርመራ ማድረግ ይገባቸዋል፡፡


#የኮሎንሰኮፒ ምርመራ ስልቶች የኮለን እና ሬክታል ካንሰሮች ለመለየት ይረዳል፡፡ እድሜያቸው ከ45 ዓመት እና ከዚያ በላይ የሆኑ ወንዶች እና ሴቶች በየጊዜው ይህንን ምርመራ እንዲያደርጉ ይመከራል፡፡


#የፒኤስኤ ደረጃ መለካት በደም ምርመራ ሂደት ውስጥ የዘር ፍሬ ካንሰር በሽታ መኖሩ እና አለመኖሩን ለመለየት ይረዳል፡፡ በመሆኑም እድሜያቸው ከ50 አመት በላይ የሆኑ ወንዶች በየጊዜው ይህንን ምርመራ እንዲያደርጉ ይመከራል፡፡",2022-02-05 04:57:35+00:00,
Doctors Ethiopia,DoctorsET,748,,2022-02-04 18:22:07+00:00,photos\DoctorsET_748.jpg
Doctors Ethiopia,DoctorsET,747,,2022-02-04 18:22:07+00:00,photos\DoctorsET_747.jpg
Doctors Ethiopia,DoctorsET,746,,2022-02-04 18:22:07+00:00,photos\DoctorsET_746.jpg
Doctors Ethiopia,DoctorsET,745,,2022-02-04 18:22:07+00:00,photos\DoctorsET_745.jpg
Doctors Ethiopia,DoctorsET,744,,2022-02-04 18:22:07+00:00,photos\DoctorsET_744.jpg
Doctors Ethiopia,DoctorsET,743,,2022-02-04 18:22:07+00:00,photos\DoctorsET_743.jpg
Doctors Ethiopia,DoctorsET,742,,2022-02-04 18:22:07+00:00,photos\DoctorsET_742.jpg
Doctors Ethiopia,DoctorsET,741,,2022-02-04 18:22:07+00:00,photos\DoctorsET_741.jpg
Doctors Ethiopia,DoctorsET,740,"ዛሬ ምሽች 3: 35 በ ፋና ቴሌቪዥን በ ልዮ ልዮ ፕሮግራሞቻችን እና በ ልዮ አቀራረብ እንጠብቆታለን ::

የ 18 አመት ታዳጊ ኤልሮኢ የ ዶክተርስ ኢትዮጵያ የ ሳምንቱ እንግዳችን ነው ::  ይህ ታዳጊ በ 18 አመቱ የ ኩላሊት ድክመት አጋጥሞት በ ድያልሲስ ላይ ይገኛል 

እንዲሁም ዶ/ር ኤሊያስ ስለ ኮሌስትሮል ህክምና እንዲህ ይለናል

ዶ/ር ውብሸት ስለ ኩላሊት ንቅለ ተከላ መረጃዎችን ይሰጠናል

ካርድ ሳያወጡ ባሉበት ቦታ ሆነው እየተዝናኑ መረጃዎችን ያግኙ።

የዶክተርስ ኢትዮጵያ ስፖንሰሮች 

ሃያት ሆስፒታል ሜዲካል ኮሌጅ 
ራማዳ አዲስ ሆቴሌ",2022-02-04 18:22:07+00:00,photos\DoctorsET_740.jpg
Doctors Ethiopia,DoctorsET,739,"በጉጉት ሲጠበቅ የነበረው የ ዳዊት ድሪምስ ከ ዶክተርስ ኢትዮጵያ ጋር ያደረግነው ቆይታ በ ዮቲውብ ቻናላችን ተለቋል ።

5 ሚሊዮን ብር ከሰርኩኝ... ገንዘቡ የታለ ይሉኛል?

የሰው ልጅ ሲፈልግ ተአምረኛ ካልፈለገ ሰበበኛ ነው።

አማርኛ መናገር አልችልም ነበር አሁን ግን መፅሀፍ ፅፊያለው....

ዳዊት ድሪምስ 

አሁኑኑ ይመልከቱ 

ክፍል 1

👇👇👇👇👇👇👇👇

https://youtu.be/sv5VYgAjRi0",2022-01-29 16:07:41+00:00,photos\DoctorsET_739.jpg
Doctors Ethiopia,DoctorsET,738,"ዶ/ር ጄኔት ( የጥርስ ስፔሻሊስት ሃኪም )

   ለማንኛውም የጥርስ ህመም ጥያቄዎች እና ህክምና ሲፈልጉ ሃያት ሀስፒታል ሜዲካል ኮሌጅ ይምጡ እኛም እንደራሳችን ሆነን እናስተናግዶታለን።

ክፍል 2

ጥርሳችንን እንዴት ነው ማፅዳት ያለብን ?

መቼ ነው መቦረሽስ ያለብን ?

በቀን ስንቴ ነው ማፅዳት ያለብን ?

ሃያት ሆስፒታል ሜዲካል ኮሌጅ 

ምኤንኮ ፊት ለ ፊት ያገኙናል 
አሁኑኑ በ ዮቲውብ ይመልከቱ 
👇👇👇👇👇👇👇

https://youtu.be/9tVCDKc8lH8",2022-01-29 04:37:27+00:00,photos\DoctorsET_738.jpg
Doctors Ethiopia,DoctorsET,737,"ክፍል 1

ጥርሳችንን ባናፀዳ ምን ይፈጠራል?
የጥርስ ህመም ምንድን ነው?
👇👇👇
https://youtu.be/tCYhpNO0PG8",2022-01-28 18:45:54+00:00,photos\DoctorsET_737.jpg
Doctors Ethiopia,DoctorsET,736,"ዛሬ አርብ ምሽት 3:30 በ ፋና ቴሌቪዥን እየተዝናኑ የ ጤና መረጃዎችን የሚያገኙበት ልዮ ፕሮግራም 

ዳዊት ድሪምስ በ ዶክተርስ ኢትዮጵያ የተጠየቀው ጥያቄ እና አስገራሚ መልሶች ዛሬ ምሽት ይጠብቁን ።

ሁሉንም ነገር መሆን እንችላለን ያሰብነውን ሁሉ ማድረግ እንችላለን ወይ ? ዛሬ አንድ ሰው ተነስቶ ጠቅላይ ሚኒስትር ሆናለው ስላለ ይሆናል ወይ ? ምንናገረውን መተግበር ካልቻልን ፖሰቲቭ ቃላቶችን በመናገር ብቻ ያሰብነውን ማሳካት እንችላለን ወይ ?

እና ሌሎች ጥያቄዎችም ተነስተዋል ዛሬ ምሽት 3:30 በ ፋና ቴሌቪዥን ይጠብቁን 

እንዲሁም የጥርስ ህመም ምንድንነው ? የ ብዙዎች ህመም የሆነው የጥርስ ህመም መንስኤዎቹስ ምንድን ናቸው?

ህክምና ቦታስ መቼ ነው መሄድ ያለብን እነዚህንና ሌሎች ጥያቄዎችን ከ ሃያት ሆስፒታል ሜዲካል ኮሌጅ የጥርስ ሃኪም ዶ/ር ጄኔት ጋር ቆይታ አድርገናል ይጠብቁን ።

የዶክተርስ ኢትዮጵያን ፕሮግራም ስፖንሰር ያረገላቹ

ሃያት ሆስፒታል ሜዲካል ኮሌጅ 
ራማዳ አዲስ ሆቴል 

አዘጋጅ እና አቅራቢ 

የመባ ኢንተርቴይመንት",2022-01-28 17:38:43+00:00,photos\DoctorsET_736.jpg
Doctors Ethiopia,DoctorsET,734,"ነገ አርብ ምሽት 3:30 በ ፋና ቴሌቪዥን ልዮ ፕሮግራም ተዘጋጅቷል 

የ ዶከተርስ ኢትዮጵያ የ አርብ ምሽት እንግዳችን ዳዊት ድሪምስ

እንዲሁም ከናንተ ከተመልካቾቻችን ስለ ጥርስ ህመም የተላኩ  ጥያቄዎችን ዶ/ር ጄኔት ፈቃደ መልስ ትሰጠናለች 

ነገ ምሽት እኛ ተዘጋጅተን እንጠብቆታለን 
 እየተዝናኑ የሚመለከቱት ልዮ ፕሮግራም 

የዶክተርስ ኢትዮጵያ ስፖንሰሮች

ሃያት ሆስፒታል ሜዲካል ኮሌጅ 
ራማዳ አዲስ ሆቴል 

የፕሮግራሙ አዘጋጅ እና አቅራቢ 
   የመባ ኢንተርቴይመንት",2022-01-20 17:56:31+00:00,photos\DoctorsET_734.jpg
Doctors Ethiopia,DoctorsET,733,"በተደጋጋሚ ከሚላኩልን ጥያቄዎች ውስጥ የኪንታሮት ህመም ሲሆን 

መቀመጫ ላይ የሚወጣ ኪንታሮት መንስኤው እና ህክምናው 

ዶ/ር ስዩም አንቶኒዮስ እንደዚ ይለናል

ቪዲዮውን በ ዩቲውብ ይመልከቱ

ሼር  ያድርጉ
👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/FW86-HMKzU0",2022-01-15 04:58:14+00:00,photos\DoctorsET_733.jpg
Doctors Ethiopia,DoctorsET,732,"❤መልካም የገና በአል ይሁንላችሁ ❤ 
          የመባ ኢንተርቴይመንት

ዶክተርስ ኢትዮጵያ በወቅታዊ ሃገሪዊ ፕሮግራሞች ምክንያት ለጊዜው ተቋርጦ የነበረው ፕሮግራማችን  በ አዲስ ሱቱዲዮ በልዩ አቀራረብ ከተለያዩ እንግዳዎች ጋር ከሚቀጥለው ሳምንት አርብ ምሽት 3:25 ጀምሮ ወደናንተ ይደርሳል።

                 መልካም በአል ይሁንላችሁ",2022-01-07 05:19:22+00:00,photos\DoctorsET_732.jpg
Doctors Ethiopia,DoctorsET,731,"ከ 18 አመት በላይ  የሆነ ሰው በሙሉ የደም ግፊት መለካት አለበት 👇👇 ሙሉ ቪዲዮውን በ ዮቲውብ ይመልከቱ

https://youtu.be/iGN6sHrXdrc",2021-12-26 16:34:03+00:00,photos\DoctorsET_731.jpg
Doctors Ethiopia,DoctorsET,730,"https://youtu.be/oEliCj6D-HM
☝️☝️☝️
ከላይ  ያለውን ሊንክ በመጫን ሙሉ ቪዲዮውን ይመልከቱ 

ስትሮክ ህመም አንድ ሰው ከታመመ በ 4ውስጥ በ ህክምና ተቋም ቢገኝ ህክምና አለው።

በአፋጣኝ ወደ ህክምና ቦታ ይሂዱ!",2021-12-14 18:47:57+00:00,photos\DoctorsET_730.jpg
Doctors Ethiopia,DoctorsET,729,"የ ስትሮክ ህመም ምንድነው ?

ስትሮክ በቀላሉ ድንገተኛ የሆነ የአይምሮ መጠቃት ወይንም ምት ማለት እንችላለን ።

ስትሮክ የነርቭ ህመም ሲሆን በ አንጎል ውስጥ ያለ ደምስር ሲዘጋ ወይንም ደም ማስተላለፍ ሲያቅተው ወይንም ደግሞ ሲተረተር ስትሮክ ይፈጠራል።

ስትሮክ ሄሞሬጅክ ስትሮክ እና ኢስኬሚክ ስትሮክ በመባል ይከፈላል 

 ሄሞሬጅክ ስትሮክ በአንጎል የደም ስሮች መፈንዳት እና ደም መፍሰስ ምክንያት የሚከሰት የስትሮክ አይነት ሲሆን 

ኢስኬሚክ ስትሮክ የደም ስሮች መጥብ/መዘጋት ምክንያት የሚከሰት የስትሮክ አይነት ነው።

በአመት በአለም ላይ 5 ሚሊየን ሰዎች በስትሮክ ሲሞቱ በ አመቱ 13 ሚሊየን ሰዎች በስትሮክ ይያዛሉ።

የበለጠ ግልፅ እንዲሆን በ ዮቲውብ ቻናላችን ወይንም ከታች ያለውን ሊንክ በመጫን ቪዲዮውን ይመልከቱ 👇👇👇👇

ዶ/ር ዩሀንስ ስለ ስትሮክ ቅድመ ምልክቶችና መፍትሔውን እንዲህ ይለናል
👇👇👇👇👇👇👇

https://youtu.be/oEliCj6D-HM",2021-12-14 18:44:16+00:00,photos\DoctorsET_729.jpg
Doctors Ethiopia,DoctorsET,728,"Corneal ulcer / የአይን መስታወት ቁስለት

የአይን መስታወት ቁስለት / Corneal ulcers የተለመደ የህመም አይነት ሲሆን ይህም የአይን ድርቀት በተደጋጋሚ የሚያጋጥማቸው ሰዎች ላይ የስኳር ህመምተኞች  ሽፋሽፋት እና የአይን ቆብ መቆጣት እና የበሽታ መከላከል አቅም ዝቅ ማለት  ይህን ህመም ከሚያስከስቱ ምክንያቶች ውስጥ ይጠቀሳሉ።

እንዴት ይከሰታል?

1. በባክቴሪያ 
2. በቫይረስ (በብዛት ይከሰታል )
3. በፓራሳይቶች አማካኝነት ሊከሰት ይችላል 

ምልክቶቹ?

1. መጠኑ በዛ ያለ እምባ መውረድ
2. አይን ብርሃን መፍራት 
3. የአይን መቆርቆር (ትንሽ ነገር አይን ውስጥ ሲገባ የተለየ ህመም እና ከፍተኛ የሆነ የመቆርቆር ስሜት ሲሰማን )

ዶ/ር ናሆም በዚህ ዙሪያ ስለ ህክምናው በ ዶክተርስ ኢትዮጽያ ዩቲዩብ ቻናል እንዲህ ይለናል

አሁኑኑ ይመልከቱ

ሃሳብ አስተያየቶን ኮሜንት ላይ ያስቀምጡልን 

ላይክ / ሼር በማድረግ የ ዶክተርስ ኢትዮጵያ ቤተሰብ ይሁኑ!

👇👇👇👇👇👇👇👇👇👇
https://youtu.be/ixZKoAxDeH8

ተጭነው ይመልከቱ


ዘወትር አርብ ምሽት 3:30 በ ፋና ቴሌቪዥን ይጠብቁን

የቀረፃ ቦታ የተባበረንን ዳህላክ ፎቶ ሱቱዲዮ ከልብ እናመሰግናለን",2021-11-27 17:25:17+00:00,photos\DoctorsET_728.jpg
Doctors Ethiopia,DoctorsET,727,"የነርቭ ህመም ከ ህፃን እስከ አዋቂ ሊያጠቃ የሚችል የ ህመም አይነት ሲሆን እሰከ ሞት ሊያደርስ የሚችል ህመም ነው

ቀድሞ ከታወቀ ህክምናው ቀላል ሲሆን ከታች ያለውን ሊንክ ተጭነው ዶ/ር ዮሃንስ በ ጥቁር አንበሳ የ ነርቭ ስፔሻሊስት ሃኪም 

መንስኤው እና መፍትሔውን ነግሮናል
👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/9GEPfevRcyU",2021-11-20 05:25:09+00:00,photos\DoctorsET_727.jpg
Doctors Ethiopia,DoctorsET,726,"የ ዶክተርስ ኢትዮጵያ ስፖንሰር
          ዳህላክ ሱቱዲዮ
አስደሳች ዜና

በ ፊታችን ላሉት የሰርግ ግዚያት ባማረ ሱቱዲዮ ፎቶ መነሳት ከፈለጉ  እንግዲያውስ ዳህላክ ሱቱዲያ ቀዳሚ ምርጫዎ ነው

ዳህላክ ፎቶ ሱቱዲዮ ለ ሰርግ እና ለተለያዮ የፎቶ  ፕሮግራሞች ምርጫዎ ነው!

አድራሻ 
ቦሌ መድሃኒያለም አቢሲኒያ  ህንፃ 3ቸኛ ፎቅ ላይ ያገኙናል",2021-11-19 18:33:52+00:00,photos\DoctorsET_726.jpg
Doctors Ethiopia,DoctorsET,725,"ዛሬ ምሽት 3:30 በ ዶክተርስ ኢትዮጵያ ፋና ቴሌቪዥን 

ብዙ ግዜ አንድ አይኔ ብቻ መጠኑ አነስ ይላል መንስኤው ምንድነው ?

ከ ማይግሬን ህመም ሙሉ በ ሙሉ መዳን ይቻላል ወይ? 

ሌሎች ጉዳዮችም ይነሳሉ ! በ ፋና ቴሌቪዥን ካርድ ሳያወጡ ባሉበት ቦታ ሆነው ይታከሙ!

Doctors Ethiopia 
Meba Entertainment 
Dahlak studio",2021-11-19 18:26:25+00:00,photos\DoctorsET_725.jpg
Doctors Ethiopia,DoctorsET,724,"የስትሮክ ህመም ምልክቶች 

ከታች የተዘረዘሩትን ድንገተኛ ምልክቶች በሰውነቶ ላይ ካዮ በጊዜ ወደ ህክምና ቦታ ይሂዱ!

1. የፊት በአንድ በኩል መጣመም በተለይ (በ ፈገግታ ጊዜ)

2. ሰውነቶን እንደፈለጉ ማዘዝ አለመቻል

3. በ ንግግር ወቅት ማውራት አለመቻል 

4. እነዚህን ምልክቶች ካዮ በፍጥነት ወደ ህክምና መስጫ ተቋማት ይሂዱ 

ዶክተርስ ኢትዮጵያ 
የመባ  ኢንተርቴይመንት 

ዘወትር አርብ ምሽት 3:25 በ ፋና ቴሌቪዥን ይጠብቁን",2021-11-16 17:15:24+00:00,photos\DoctorsET_724.jpg
Doctors Ethiopia,DoctorsET,723,"የብዙ ሰው ጥያቄ የሆነው ስልክ : ኮምፒውተር ስጠቀም አይኔ ቶሎ ይቀላል ያቃጥለኛል እንዲሁም ያሳክከኛል ሲሆን 

የአይን መቅላት ምንን ያመለክታል ? 

መንስኤው ከስልክ እና ከኮምፒውተር  የሚወጣው ብርሃን ነው ወይ?

ህክምናስ  የሚያስፈልገው መቼ ነው ? በተጨማሪም አይናችንን ጥርት ያለ ነጭ እንዴት ማድረግ እንችላለን ?

 ዶ/ር ናሆም አያሌው ለዚህ ምላሽ ሰጥቶናል ከታች ያለውን ሊንክ ተጭነው ይመልከቱ
👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/b6KoPF9RIJc",2021-11-13 13:25:48+00:00,photos\DoctorsET_723.jpg
Doctors Ethiopia,DoctorsET,722,"አንዳንድ ግዜ እስከ ህይወታችን ፋፃሜ ድረስ ህመሙ ይኖራል...

በሁሉም እድሜ ክልል ያሉ ሰዎች ሊታመሙ ይችላሉ..

👇👇 አሁኑኑ ይመልከቱ
https://youtu.be/6LxcindVe7s",2021-11-07 16:16:55+00:00,photos\DoctorsET_722.jpg
Doctors Ethiopia,DoctorsET,721,"የዛሬው ፕሮግራማችን በወቅታዊ ሃገራዊ ፕሮግራም ምክንያት የማይተላለፋ መሆኑን እንገልፃለን !

በ ዮቲውብ ቻናላችንን ይከታተሉን

ጥያቄዎን ኢትዮጵያ ውስጥ ባሉ ስፔሻሊስት ሃኪሞች እንዲመለስሎት ከፈለጉ

1. 1 ደቂቃ የሚሆን ጥያቄ በቪዲዮ ቀርፀው መላክ ይችላሉ 

2. በፅሁፍ በ ቴሌግራም : ፌስቡክ : ዮቲውብ : ኢንስታግራም መላክ ይችላሉ

3. በፕሮግራማችን ላይ እንዲነሱ የሚፈልጉት ሃሳብ ካለ በ ቴሌግራም ለ አድሚኖች ይላኩልን

ዶክተርስ ኢትዮጵያ ካርድ ሳያወጡ በቤትዋ ሆነው ይታከሙ !",2021-11-05 17:19:08+00:00,photos\DoctorsET_721.jpg
Doctors Ethiopia,DoctorsET,720,"የእንቅልፍ መዛባት መንስኤው ምንድነው ?

እንቅልፍ ለረዥም ሰአት መተኛት መድሃኒት የሌለው በሽታ ነው!
👇👇👇 ሙሉ ቪዲዮውን በ ዮቲውብ ቻናላችን ይመልከቱ

👇👇
https://youtu.be/o_CK0ZGbnuE",2021-10-31 15:55:32+00:00,photos\DoctorsET_720.jpg
Doctors Ethiopia,DoctorsET,719,"ሳይነስ ምንድን ነው ?

ሁሉም ሰው ሳይነስ አለው!

ቅዝቃዜ ሲኖር ማስነጠስ

ከፋተኛ ሳል

ዶ/ር አምሃ በ ጥቁር አንበሳ የውስጥ ደዌ እና የልብ ህክምና ስፔሻሊስት  ስለ ሳይነስ እንደዚ ይለናል

👇👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/C9elf7PEhBc",2021-10-24 15:05:59+00:00,photos\DoctorsET_719.jpg
Doctors Ethiopia,DoctorsET,718,"ከዚህ በኋላ ማንም ሰው ፍንጭት ጥርስ እንዳይለኝ !

ፋንጭት ጥርስ ለ አንዳንድ ሰው ውበት ለ አንዳንድ ሰው ደግሞ ውበትን የሚቀንስ  ነገር ነው......

መፋትሄውን ዶ/ር ዳንኤል እንደዚህ ይለናል 
ህክምናውስ ምንድን ነው?

👇👇👇👇👇👇👇👇👇👇👇
https://youtu.be/Nr-5-9HahWU",2021-10-18 18:36:13+00:00,photos\DoctorsET_718.jpg
Doctors Ethiopia,DoctorsET,717,"የማንኮራፋት ችግር ምንድን ነው?

በምን ምክነያት ይከሰታል ? መፍትሔውስ ምንድነው ?

ምን አይነት ህክምና ነው መደረግ ያለበት ሙሉ መልሱን አሁን በ ዶክተርስ ኢትዮጵያ ዮቱውብ ቻናል ይመልከቱ
👇👇
https://youtu.be/Dy_QKV2y1SU",2021-10-16 05:57:37+00:00,photos\DoctorsET_717.jpg
Doctors Ethiopia,DoctorsET,716,"ጠባሳን በቀላሉ ለማጥፋት ምን እናድርግ ?
 በዘመናዊ ህክምና እንዴት ይጠፋል ?
 
መንስኤው ምንድንነው ?

አሁኑኑ ይመልከቱ
👇👇👇👇👇
 
https://youtu.be/2MsxYKtZsF8",2021-10-13 18:17:34+00:00,photos\DoctorsET_716.jpg
Doctors Ethiopia,DoctorsET,715,"ፕሮግራሙን ለመስራት 6 ሜትር ስክሪን እንገጥማለን 

ለፕሮግራም ዝግጅት 2 ቀን ይወስድብናል

ከባድ ግዜን አሳልፈናል

👇👇👇👇👇👇👇👇
https://youtu.be/lLWV53dl1eM",2021-10-01 18:46:47+00:00,photos\DoctorsET_715.jpg
